t [s],Red [bit],IR [bit]
44.8,50836,55355
44.808,50840,55366
44.816,50845,55376
44.824,50849,55387
44.832,50853,55397
44.84,50857,55408
44.848,50862,55419
44.856,50866,55429
44.864,50871,55439
44.872,50876,55449
44.88,50881,55459
44.888,50886,55469
44.896,50890,55480
44.904,50895,55491
44.912,50899,55503
44.92,50904,55515
44.928,50909,55527
44.936,50913,55538
44.944,50918,55548
44.952,50922,55558
44.96,50926,55568
44.968,50931,55579
44.976,50936,55591
44.984,50941,55603
44.992,50945,55612
45,50947,55616
45.008,50946,55609
45.016,50940,55589
45.024,50929,55554
45.032,50911,55504
45.04,50887,55442
45.048,50857,55371
45.056,50825,55297
45.064,50792,55223
45.072,50759,55153
45.08,50729,55089
45.088,50702,55035
45.096,50681,54990
45.104,50665,54956
45.112,50653,54931
45.12,50645,54916
45.128,50641,54909
45.136,50639,54906
45.144,50638,54906
45.152,50639,54908
45.16,50641,54909
45.168,50643,54911
45.176,50646,54913
45.184,50650,54917
45.192,50653,54924
45.2,50656,54934
45.208,50660,54946
45.216,50664,54960
45.224,50668,54974
45.232,50674,54989
45.24,50680,55003
45.248,50687,55016
45.256,50693,55029
45.264,50699,55040
45.272,50704,55050
45.28,50707,55057
45.288,50708,55061
45.296,50708,55062
45.304,50707,55059
45.312,50705,55053
45.32,50704,55045
45.328,50704,55036
45.336,50703,55029
45.344,50702,55024
45.352,50701,55021
45.36,50698,55021
45.368,50696,55023
45.376,50694,55026
45.384,50694,55031
45.392,50695,55037
45.4,50698,55044
45.408,50702,55053
45.416,50707,55063
45.424,50712,55074
45.432,50717,55085
45.44,50722,55098
45.448,50727,55111
45.456,50732,55124
45.464,50739,55138
45.472,50748,55151
45.48,50757,55165
45.488,50766,55178
45.496,50773,55191
45.504,50779,55204
45.512,50783,55217
45.52,50785,55229
45.528,50788,55242
45.536,50791,55254
45.544,50796,55266
45.552,50801,55277
45.56,50806,55288
45.568,50811,55299
45.576,50815,55310
45.584,50820,55320
45.592,50824,55330
45.6,50828,55340
45.608,50832,55350
45.616,50835,55359
45.624,50838,55368
45.632,50842,55377
45.64,50845,55386
45.648,50849,55395
45.656,50853,55404
45.664,50857,55413
45.672,50862,55423
45.68,50866,55432
45.688,50870,55442
45.696,50875,55451
45.704,50879,55461
45.712,50883,55471
45.72,50887,55482
45.728,50892,55492
45.736,50896,55503
45.744,50901,55513
45.752,50906,55524
45.76,50910,55535
45.768,50914,55545
45.776,50918,55556
45.784,50922,55567
45.792,50926,55578
45.8,50931,55589
45.808,50936,55600
45.816,50941,55610
45.824,50946,55621
45.832,50951,55632
45.84,50956,55644
45.848,50961,55655
45.856,50965,55666
45.864,50969,55673
45.872,50970,55673
45.88,50968,55663
45.888,50960,55639
45.896,50946,55599
45.904,50925,55545
45.912,50897,55478
45.92,50863,55401
45.928,50825,55321
45.936,50786,55240
45.944,50750,55164
45.952,50719,55095
45.96,50693,55035
45.968,50673,54986
45.976,50657,54947
45.984,50645,54918
45.992,50635,54897
46,50628,54882
46.008,50623,54871
46.016,50619,54864
46.024,50617,54859
46.032,50616,54854
46.04,50615,54851
46.048,50614,54847
46.056,50613,54844
46.064,50611,54841
46.072,50609,54839
46.08,50607,54839
46.088,50605,54839
46.096,50605,54842
46.104,50607,54847
46.112,50612,54855
46.12,50617,54864
46.128,50624,54875
46.136,50630,54888
46.144,50636,54900
46.152,50641,54911
46.16,50646,54920
46.168,50649,54927
46.176,50651,54931
46.184,50653,54933
46.192,50653,54932
46.2,50652,54929
46.208,50650,54926
46.216,50646,54922
46.224,50641,54920
46.232,50637,54918
46.24,50634,54916
46.248,50633,54915
46.256,50635,54914
46.264,50638,54915
46.272,50642,54918
46.28,50646,54923
46.288,50650,54930
46.296,50654,54940
46.304,50658,54950
46.312,50662,54961
46.32,50667,54973
46.328,50672,54984
46.336,50678,54996
46.344,50684,55009
46.352,50690,55022
46.36,50696,55036
46.368,50701,55050
46.376,50706,55066
46.384,50711,55081
46.392,50716,55095
46.4,50721,55107
46.408,50727,55117
46.416,50732,55127
46.424,50738,55136
46.432,50743,55145
46.44,50748,55156
46.448,50753,55166
46.456,50757,55177
46.464,50762,55188
46.472,50766,55198
46.48,50770,55208
46.488,50775,55218
46.496,50779,55228
46.504,50784,55238
46.512,50788,55248
46.52,50792,55259
46.528,50796,55271
46.536,50801,55283
46.544,50805,55294
46.552,50809,55305
46.56,50813,55314
46.568,50818,55322
46.576,50822,55331
46.584,50826,55340
46.592,50831,55350
46.6,50836,55360
46.608,50840,55371
46.616,50845,55382
46.624,50849,55393
46.632,50854,55404
46.64,50859,55415
46.648,50863,55426
46.656,50868,55437
46.664,50873,55447
46.672,50877,55457
46.68,50882,55467
46.688,50887,55477
46.696,50892,55488
46.704,50897,55500
46.712,50902,55512
46.72,50906,55525
46.728,50912,55538
46.736,50917,55550
46.744,50921,55558
46.752,50923,55559
46.76,50921,55550
46.768,50913,55528
46.776,50899,55491
46.784,50878,55438
46.792,50851,55371
46.8,50818,55293
46.808,50783,55209
46.816,50747,55124
46.824,50712,55044
46.832,50680,54972
46.84,50652,54911
46.848,50629,54862
46.856,50610,54825
46.864,50596,54798
46.872,50586,54778
46.88,50578,54764
46.888,50573,54754
46.896,50569,54745
46.904,50567,54739
46.912,50565,54733
46.92,50563,54729
46.928,50562,54725
46.936,50560,54722
46.944,50558,54719
46.952,50556,54716
46.96,50555,54712
46.968,50555,54710
46.976,50556,54708
46.984,50560,54709
46.992,50564,54714
47,50569,54723
47.008,50574,54735
47.016,50578,54749
47.024,50582,54763
47.032,50586,54776
47.04,50589,54786
47.048,50592,54794
47.056,50595,54798
47.064,50597,54801
47.072,50597,54802
47.08,50597,54800
47.088,50595,54798
47.096,50593,54794
47.104,50591,54791
47.112,50590,54787
47.12,50590,54784
47.128,50590,54783
47.136,50591,54783
47.144,50593,54786
47.152,50595,54791
47.16,50597,54797
47.168,50600,54806
47.176,50603,54815
47.184,50606,54825
47.192,50611,54836
47.2,50616,54847
47.208,50621,54859
47.216,50627,54872
47.224,50633,54885
47.232,50638,54898
47.24,50643,54912
47.248,50648,54925
47.256,50653,54938
47.264,50660,54949
47.272,50667,54960
47.28,50675,54970
47.288,50683,54981
47.296,50690,54993
47.304,50695,55006
47.312,50699,55020
47.32,50702,55033
47.328,50704,55046
47.336,50707,55057
47.344,50711,55068
47.352,50716,55078
47.36,50721,55089
47.368,50726,55099
47.376,50731,55110
47.384,50735,55120
47.392,50739,55131
47.4,50743,55141
47.408,50747,55152
47.416,50752,55162
47.424,50758,55172
47.432,50765,55183
47.44,50771,55193
47.448,50777,55204
47.456,50781,55215
47.464,50785,55226
47.472,50788,55237
47.48,50791,55249
47.488,50795,55260
47.496,50800,55272
47.504,50805,55284
47.512,50810,55296
47.52,50815,55308
47.528,50820,55319
47.536,50825,55331
47.544,50829,55343
47.552,50834,55356
47.56,50839,55368
47.568,50845,55381
47.576,50852,55393
47.584,50859,55406
47.592,50866,55418
47.6,50872,55430
47.608,50877,55442
47.616,50881,55454
47.624,50885,55466
47.632,50889,55479
47.64,50893,55491
47.648,50898,55500
47.656,50900,55504
47.664,50899,55497
47.672,50892,55477
47.68,50879,55442
47.688,50860,55391
47.696,50833,55325
47.704,50802,55248
47.712,50766,55166
47.72,50728,55082
47.728,50690,55003
47.736,50656,54931
47.744,50626,54870
47.752,50603,54820
47.76,50585,54781
47.768,50573,54752
47.776,50565,54731
47.784,50559,54716
47.792,50554,54706
47.8,50551,54700
47.808,50548,54696
47.816,50547,54693
47.824,50546,54691
47.832,50546,54689
47.84,50547,54687
47.848,50547,54685
47.856,50547,54685
47.864,50546,54685
47.872,50545,54688
47.88,50544,54693
47.888,50544,54701
47.896,50546,54710
47.904,50551,54720
47.912,50558,54731
47.92,50565,54742
47.928,50573,54752
47.936,50579,54761
47.944,50583,54768
47.952,50586,54773
47.96,50586,54775
47.968,50586,54775
47.976,50585,54771
47.984,50583,54766
47.992,50581,54760
48,50580,54754
48.008,50578,54749
48.016,50576,54746
48.024,50573,54746
48.032,50571,54749
48.04,50570,54754
48.048,50570,54759
48.056,50572,54765
48.064,50576,54770
48.072,50582,54775
48.08,50587,54782
48.088,50593,54790
48.096,50598,54800
48.104,50603,54812
48.112,50608,54825
48.12,50613,54838
48.128,50619,54851
48.136,50624,54863
48.144,50630,54875
48.152,50636,54887
48.16,50641,54899
48.168,50647,54913
48.176,50652,54926
48.184,50657,54940
48.192,50662,54952
48.2,50666,54964
48.208,50671,54973
48.216,50675,54982
48.224,50680,54991
48.232,50684,54999
48.24,50689,55009
48.248,50693,55018
48.256,50697,55028
48.264,50701,55038
48.272,50705,55047
48.28,50709,55056
48.288,50713,55065
48.296,50717,55073
48.304,50721,55082
48.312,50725,55092
48.32,50729,55104
48.328,50732,55116
48.336,50735,55129
48.344,50739,55140
48.352,50743,55150
48.36,50748,55159
48.368,50753,55167
48.376,50758,55175
48.384,50763,55183
48.392,50768,55193
48.4,50773,55204
48.408,50777,55214
48.416,50782,55225
48.424,50786,55236
48.432,50791,55247
48.44,50796,55258
48.448,50801,55270
48.456,50806,55281
48.464,50811,55293
48.472,50817,55303
48.48,50821,55313
48.488,50826,55323
48.496,50831,55333
48.504,50835,55344
48.512,50840,55356
48.52,50845,55369
48.528,50849,55381
48.536,50854,55391
48.544,50856,55396
48.552,50856,55391
48.56,50851,55375
48.568,50840,55345
48.576,50823,55300
48.584,50800,55241
48.592,50772,55172
48.6,50740,55096
48.608,50706,55018
48.616,50673,54944
48.624,50643,54877
48.632,50616,54820
48.64,50594,54774
48.648,50577,54738
48.656,50564,54712
48.664,50555,54695
48.672,50550,54684
48.68,50547,54678
48.688,50546,54676
48.696,50546,54676
48.704,50547,54677
48.712,50548,54679
48.72,50549,54682
48.728,50551,54686
48.736,50553,54691
48.744,50555,54697
48.752,50558,54705
48.76,50562,54712
48.768,50566,54721
48.776,50572,54730
48.784,50579,54740
48.792,50586,54752
48.8,50592,54765
48.808,50598,54778
48.816,50602,54790
48.824,50604,54798
48.832,50605,54801
48.84,50605,54801
48.848,50603,54796
48.856,50601,54789
48.864,50598,54781
48.872,50595,54773
48.88,50591,54766
48.888,50588,54760
48.896,50584,54756
48.904,50582,54753
48.912,50582,54752
48.92,50583,54753
48.928,50586,54755
48.936,50591,54759
48.944,50597,54766
48.952,50603,54775
48.96,50607,54786
48.968,50610,54798
48.976,50613,54811
48.984,50616,54825
48.992,50620,54838
49,50625,54850
49.008,50631,54863
49.016,50637,54876
49.024,50643,54888
49.032,50649,54901
49.04,50654,54913
49.048,50659,54925
49.056,50663,54937
49.064,50668,54949
49.072,50674,54960
49.08,50681,54971
49.088,50688,54982
49.096,50696,54992
49.104,50702,55002
49.112,50707,55012
49.12,50709,55022
49.128,50711,55032
49.136,50712,55041
49.144,50714,55051
49.152,50717,55060
49.16,50721,55069
49.168,50726,55078
49.176,50730,55087
49.184,50734,55096
49.192,50737,55105
49.2,50740,55114
49.208,50744,55123
49.216,50749,55132
49.224,50755,55142
49.232,50763,55151
49.24,50770,55161
49.248,50776,55170
49.256,50780,55180
49.264,50782,55190
49.272,50784,55200
49.28,50785,55210
49.288,50788,55221
49.296,50791,55232
49.304,50796,55243
49.312,50801,55254
49.32,50806,55265
49.328,50811,55276
49.336,50816,55286
49.344,50820,55297
49.352,50824,55309
49.36,50829,55320
49.368,50834,55332
49.376,50840,55341
49.384,50844,55347
49.392,50846,55346
49.4,50843,55334
49.408,50835,55309
49.416,50819,55269
49.424,50797,55214
49.432,50769,55148
49.44,50738,55074
49.448,50704,54996
49.456,50670,54921
49.464,50639,54851
49.472,50611,54789
49.48,50587,54738
49.488,50568,54697
49.496,50553,54665
49.504,50542,54641
49.512,50535,54625
49.52,50528,54614
49.528,50523,54607
49.536,50519,54602
49.544,50515,54599
49.552,50513,54597
49.56,50513,54596
49.568,50514,54594
49.576,50516,54593
49.584,50518,54593
49.592,50520,54595
49.6,50522,54598
49.608,50524,54604
49.616,50527,54612
49.624,50531,54622
49.632,50537,54633
49.64,50542,54645
49.648,50548,54657
49.656,50553,54667
49.664,50557,54675
49.672,50560,54680
49.68,50561,54683
49.688,50561,54682
49.696,50560,54678
49.704,50558,54672
49.712,50554,54665
49.72,50551,54657
49.728,50548,54651
49.736,50546,54645
49.744,50544,54641
49.752,50542,54639
49.76,50542,54639
49.768,50543,54640
49.776,50544,54644
49.784,50547,54649
49.792,50550,54656
49.8,50554,54664
49.808,50559,54674
49.816,50562,54685
49.824,50564,54697
49.832,50566,54709
49.84,50569,54722
49.848,50572,54734
49.856,50578,54746
49.864,50585,54757
49.872,50594,54768
49.88,50602,54779
49.888,50609,54790
49.896,50615,54801
49.904,50620,54812
49.912,50624,54823
49.92,50628,54834
49.928,50632,54844
49.936,50637,54854
49.944,50642,54863
49.952,50646,54872
49.96,50651,54881
49.968,50654,54891
49.976,50657,54902
49.984,50659,54913
49.992,50661,54925
50,50664,54935
50.008,50667,54943
50.016,50672,54950
50.024,50677,54956
50.032,50682,54962
50.04,50687,54968
50.048,50690,54976
50.056,50694,54985
50.064,50697,54994
50.072,50701,55004
50.08,50705,55013
50.088,50709,55022
50.096,50713,55030
50.104,50718,55039
50.112,50722,55049
50.12,50727,55060
50.128,50731,55073
50.136,50735,55086
50.144,50740,55100
50.152,50744,55112
50.16,50749,55123
50.168,50754,55132
50.176,50759,55140
50.184,50763,55148
50.192,50768,55157
50.2,50772,55167
50.208,50777,55179
50.216,50782,55191
50.224,50787,55202
50.232,50792,55212
50.24,50794,55216
50.248,50795,55212
50.256,50790,55197
50.264,50780,55168
50.272,50763,55125
50.28,50739,55068
50.288,50710,54998
50.296,50676,54919
50.304,50641,54835
50.312,50605,54753
50.32,50572,54676
50.328,50542,54608
50.336,50516,54550
50.344,50494,54504
50.352,50477,54467
50.36,50463,54438
50.368,50453,54415
50.376,50445,54397
50.384,50438,54381
50.392,50432,54367
50.4,50427,54355
50.408,50422,54343
50.416,50417,54331
50.424,50413,54320
50.432,50408,54309
50.44,50403,54298
50.448,50399,54289
50.456,50395,54281
50.464,50393,54275
50.472,50391,54272
50.48,50391,54273
50.488,50393,54276
50.496,50396,54283
50.504,50400,54292
50.512,50405,54301
50.52,50409,54311
50.528,50414,54320
50.536,50417,54327
50.544,50419,54332
50.552,50420,54334
50.56,50420,54333
50.568,50419,54328
50.576,50417,54320
50.584,50414,54311
50.592,50411,54301
50.6,50408,54294
50.608,50406,54289
50.616,50404,54287
50.624,50403,54288
50.632,50403,54290
50.64,50404,54294
50.648,50406,54299
50.656,50408,54304
50.664,50411,54310
50.672,50414,54318
50.68,50418,54327
50.688,50422,54336
50.696,50427,54347
50.704,50432,54358
50.712,50437,54369
50.72,50442,54380
50.728,50447,54392
50.736,50453,54403
50.744,50458,54415
50.752,50463,54426
50.76,50468,54438
50.768,50473,54449
50.776,50478,54460
50.784,50483,54471
50.792,50488,54482
50.8,50493,54492
50.808,50497,54502
50.816,50501,54512
50.824,50506,54521
50.832,50510,54531
50.84,50514,54541
50.848,50518,54551
50.856,50523,54561
50.864,50527,54569
50.872,50531,54575
50.88,50536,54581
50.888,50541,54587
50.896,50545,54595
50.904,50550,54604
50.912,50554,54616
50.92,50558,54630
50.928,50562,54643
50.936,50565,54656
50.944,50569,54667
50.952,50574,54678
50.96,50579,54688
50.968,50584,54698
50.976,50589,54709
50.984,50594,54720
50.992,50599,54732
51,50603,54744
51.008,50608,54757
51.016,50613,54768
51.024,50620,54779
51.032,50627,54790
51.04,50635,54801
51.048,50643,54813
51.056,50651,54825
51.064,50656,54839
51.072,50660,54853
51.08,50663,54867
51.088,50666,54880
51.096,50669,54893
51.104,50674,54905
51.112,50680,54918
51.12,50686,54930
51.128,50692,54941
51.136,50696,54947
51.144,50696,54944
51.152,50690,54930
51.16,50679,54901
51.168,50662,54857
51.176,50640,54798
51.184,50614,54728
51.192,50584,54651
51.2,50553,54571
51.208,50521,54494
51.216,50489,54423
51.224,50459,54362
51.232,50432,54311
51.24,50410,54270
51.248,50393,54239
51.256,50381,54215
51.264,50373,54197
51.272,50367,54183
51.28,50362,54172
51.288,50358,54163
51.296,50355,54155
51.304,50351,54148
51.312,50348,54140
51.32,50346,54133
51.328,50345,54126
51.336,50345,54119
51.344,50345,54113
51.352,50345,54109
51.36,50344,54108
51.368,50343,54110
51.376,50342,54115
51.384,50343,54123
51.392,50346,54133
51.4,50351,54144
51.408,50356,54155
51.416,50361,54165
51.424,50366,54173
51.432,50369,54178
51.44,50370,54180
51.448,50370,54180
51.456,50369,54177
51.464,50367,54173
51.472,50365,54167
51.48,50363,54162
51.488,50361,54157
51.496,50360,54153
51.504,50360,54151
51.512,50360,54151
51.52,50360,54153
51.528,50362,54156
51.536,50364,54162
51.544,50366,54169
51.552,50370,54177
51.56,50374,54186
51.568,50379,54197
51.576,50384,54208
51.584,50389,54219
51.592,50395,54231
51.6,50401,54244
51.608,50407,54257
51.616,50413,54270
51.624,50418,54283
51.632,50423,54296
51.64,50426,54309
51.648,50430,54323
51.656,50435,54336
51.664,50441,54349
51.672,50448,54362
51.68,50455,54375
51.688,50463,54388
51.696,50470,54400
51.704,50476,54412
51.712,50481,54424
51.72,50486,54436
51.728,50491,54447
51.736,50497,54459
51.744,50502,54471
51.752,50507,54482
51.76,50513,54494
51.768,50518,54506
51.776,50523,54518
51.784,50528,54530
51.792,50534,54542
51.8,50539,54554
51.808,50545,54566
51.816,50550,54579
51.824,50556,54591
51.832,50561,54604
51.84,50567,54616
51.848,50572,54629
51.856,50578,54642
51.864,50583,54655
51.872,50588,54668
51.88,50594,54681
51.888,50600,54694
51.896,50607,54707
51.904,50613,54721
51.912,50619,54734
51.92,50624,54748
51.928,50628,54763
51.936,50631,54777
51.944,50634,54792
51.952,50638,54806
51.96,50645,54820
51.968,50652,54834
51.976,50661,54847
51.984,50670,54860
51.992,50678,54874
52,50685,54888
52.008,50691,54901
52.016,50696,54913
52.024,50699,54919
52.032,50700,54917
52.04,50696,54903
52.048,50686,54874
52.056,50670,54829
52.064,50647,54770
52.072,50617,54700
52.08,50582,54624
52.088,50545,54546
52.096,50509,54471
52.104,50476,54403
52.112,50448,54342
52.12,50426,54291
52.128,50410,54250
52.136,50397,54218
52.144,50388,54194
52.152,50380,54177
52.16,50375,54166
52.168,50371,54157
52.176,50368,54151
52.184,50366,54145
52.192,50364,54140
52.2,50363,54134
52.208,50361,54129
52.216,50359,54124
52.224,50357,54121
52.232,50355,54120
52.24,50354,54123
52.248,50354,54128
52.256,50355,54134
52.264,50358,54142
52.272,50363,54150
52.28,50369,54160
52.288,50376,54170
52.296,50383,54181
52.304,50389,54192
52.312,50394,54202
52.32,50398,54210
52.328,50400,54215
52.336,50402,54217
52.344,50402,54216
52.352,50400,54213
52.36,50399,54209
52.368,50397,54205
52.376,50395,54203
52.384,50394,54203
52.392,50393,54204
52.4,50394,54206
52.408,50395,54208
52.416,50397,54211
52.424,50400,54214
52.432,50403,54220
52.44,50407,54228
52.448,50411,54238
52.456,50416,54249
52.464,50421,54262
52.472,50427,54276
52.48,50433,54289
52.488,50440,54303
52.496,50447,54317
52.504,50454,54332
52.512,50460,54347
52.52,50467,54362
52.528,50474,54379
52.536,50480,54396
52.544,50486,54413
52.552,50492,54428
52.56,50499,54442
52.568,50505,54455
52.576,50511,54466
52.584,50518,54478
52.592,50524,54490
52.6,50530,54503
52.608,50535,54516
52.616,50541,54529
52.624,50546,54542
52.632,50551,54554
52.64,50557,54567
52.648,50562,54579
52.656,50567,54591
52.664,50572,54603
52.672,50578,54615
52.68,50583,54626
52.688,50589,54638
52.696,50594,54650
52.704,50599,54663
52.712,50605,54676
52.72,50611,54689
52.728,50616,54703
52.736,50622,54717
52.744,50628,54731
52.752,50634,54745
52.76,50640,54759
52.768,50647,54773
52.776,50653,54787
52.784,50659,54801
52.792,50666,54816
52.8,50672,54831
52.808,50678,54846
52.816,50685,54861
52.824,50691,54875
52.832,50698,54890
52.84,50704,54905
52.848,50710,54920
52.856,50717,54934
52.864,50723,54949
52.872,50729,54963
52.88,50735,54977
52.888,50741,54991
52.896,50747,55005
52.904,50754,55018
52.912,50760,55032
52.92,50766,55045
52.928,50771,55059
52.936,50777,55072
52.944,50782,55086
52.952,50788,55100
52.96,50793,55114
52.968,50799,55126
52.976,50805,55137
52.984,50810,55143
52.992,50813,55143
53,50812,55134
53.008,50806,55112
53.016,50792,55075
53.024,50770,55023
53.032,50741,54954
53.04,50706,54873
53.048,50668,54784
53.056,50628,54693
53.064,50590,54606
53.072,50555,54528
53.08,50524,54461
53.088,50498,54406
53.096,50478,54363
53.104,50461,54331
53.112,50448,54305
53.12,50439,54286
53.128,50434,54271
53.136,50431,54258
53.144,50430,54247
53.152,50429,54239
53.16,50428,54232
53.168,50425,54226
53.176,50421,54220
53.184,50415,54214
53.192,50410,54208
53.2,50406,54202
53.208,50403,54198
53.216,50402,54195
53.224,50402,54196
53.232,50404,54200
53.24,50407,54207
53.248,50412,54218
53.256,50417,54230
53.264,50422,54244
53.272,50428,54258
53.28,50435,54270
53.288,50442,54282
53.296,50449,54291
53.304,50455,54298
53.312,50459,54302
53.32,50461,54304
53.328,50459,54304
53.336,50457,54303
53.344,50453,54301
53.352,50451,54299
53.36,50449,54297
53.368,50449,54297
53.376,50450,54298
53.384,50452,54301
53.392,50454,54305
53.4,50456,54312
53.408,50459,54319
53.416,50462,54329
53.424,50467,54340
53.432,50474,54352
53.44,50481,54365
53.448,50489,54378
53.456,50497,54393
53.464,50503,54407
53.472,50509,54423
53.48,50514,54438
53.488,50519,54453
53.496,50525,54469
53.504,50531,54484
53.512,50538,54500
53.52,50544,54515
53.528,50551,54530
53.536,50558,54545
53.544,50565,54560
53.552,50572,54575
53.56,50578,54589
53.568,50584,54603
53.576,50590,54617
53.584,50595,54631
53.592,50599,54644
53.6,50603,54657
53.608,50608,54670
53.616,50613,54683
53.624,50620,54696
53.632,50627,54709
53.64,50634,54721
53.648,50641,54734
53.656,50646,54746
53.664,50651,54759
53.672,50656,54771
53.68,50661,54784
53.688,50667,54797
53.696,50673,54810
53.704,50679,54823
53.712,50686,54836
53.72,50692,54849
53.728,50697,54863
53.736,50701,54877
53.744,50704,54891
53.752,50708,54906
53.76,50712,54920
53.768,50719,54935
53.776,50727,54950
53.784,50736,54964
53.792,50744,54979
53.8,50752,54994
53.808,50759,55009
53.816,50766,55024
53.824,50772,55039
53.832,50778,55055
53.84,50785,55070
53.848,50791,55084
53.856,50797,55098
53.864,50804,55113
53.872,50810,55128
53.88,50816,55143
53.888,50822,55159
53.896,50828,55174
53.904,50834,55189
53.912,50841,55204
53.92,50847,55216
53.928,50853,55228
53.936,50858,55240
53.944,50864,55252
53.952,50869,55264
53.96,50874,55278
53.968,50880,55293
53.976,50886,55307
53.984,50892,55317
53.992,50894,55321
54,50893,55313
54.008,50886,55290
54.016,50872,55252
54.024,50851,55197
54.032,50821,55129
54.04,50786,55049
54.048,50748,54963
54.056,50708,54875
54.064,50671,54789
54.072,50636,54710
54.08,50607,54641
54.088,50583,54585
54.096,50564,54542
54.104,50550,54511
54.112,50539,54491
54.12,50533,54478
54.128,50529,54471
54.136,50527,54467
54.144,50526,54466
54.152,50527,54467
54.16,50528,54468
54.168,50530,54470
54.176,50531,54472
54.184,50532,54475
54.192,50533,54477
54.2,50534,54481
54.208,50536,54486
54.216,50539,54492
54.224,50542,54501
54.232,50547,54512
54.24,50553,54525
54.248,50559,54539
54.256,50566,54554
54.264,50573,54568
54.272,50579,54582
54.28,50585,54593
54.288,50589,54602
54.296,50592,54608
54.304,50594,54611
54.312,50595,54612
54.32,50594,54610
54.328,50593,54607
54.336,50591,54603
54.344,50590,54600
54.352,50589,54598
54.36,50588,54598
54.368,50588,54599
54.376,50589,54602
54.384,50591,54608
54.392,50594,54615
54.4,50598,54623
54.408,50603,54634
54.416,50608,54646
54.424,50614,54659
54.432,50620,54673
54.44,50626,54688
54.448,50633,54703
54.456,50640,54720
54.464,50648,54736
54.472,50655,54752
54.48,50662,54767
54.488,50669,54782
54.496,50676,54796
54.504,50684,54811
54.512,50691,54827
54.52,50698,54843
54.528,50705,54860
54.536,50711,54877
54.544,50718,54893
54.552,50724,54908
54.56,50730,54922
54.568,50736,54936
54.576,50742,54950
54.584,50748,54964
54.592,50754,54977
54.6,50759,54991
54.608,50765,55005
54.616,50770,55019
54.624,50776,55031
54.632,50782,55042
54.64,50789,55052
54.648,50796,55062
54.656,50803,55073
54.664,50809,55086
54.672,50815,55100
54.68,50819,55114
54.688,50823,55130
54.696,50827,55144
54.704,50831,55158
54.712,50836,55171
54.72,50842,55184
54.728,50848,55197
54.736,50854,55210
54.744,50860,55224
54.752,50865,55238
54.76,50871,55252
54.768,50877,55266
54.776,50883,55280
54.784,50889,55294
54.792,50895,55308
54.8,50901,55321
54.808,50907,55335
54.816,50913,55349
54.824,50919,55364
54.832,50925,55379
54.84,50931,55394
54.848,50936,55409
54.856,50942,55423
54.864,50948,55438
54.872,50954,55452
54.88,50960,55466
54.888,50965,55479
54.896,50970,55492
54.904,50975,55505
54.912,50980,55519
54.92,50986,55533
54.928,50993,55547
54.936,51000,55560
54.944,51007,55567
54.952,51010,55565
54.96,51007,55549
54.968,50996,55518
54.976,50976,55469
54.984,50949,55404
54.992,50915,55326
55,50878,55240
55.008,50839,55149
55.016,50800,55061
55.024,50764,54978
55.032,50731,54905
55.04,50703,54843
55.048,50679,54794
55.056,50661,54757
55.064,50647,54730
55.072,50638,54712
55.08,50633,54701
55.088,50630,54695
55.096,50630,54694
55.104,50631,54695
55.112,50633,54698
55.12,50634,54701
55.128,50636,54705
55.136,50637,54709
55.144,50639,54712
55.152,50640,54716
55.16,50642,54722
55.168,50645,54728
55.176,50649,54737
55.184,50653,54748
55.192,50659,54761
55.2,50665,54776
55.208,50672,54791
55.216,50680,54807
55.224,50686,54822
55.232,50692,54836
55.24,50696,54848
55.248,50698,54857
55.256,50698,54864
55.264,50699,54869
55.272,50700,54871
55.28,50702,54871
55.288,50703,54869
55.296,50705,54867
55.304,50705,54865
55.312,50705,54863
55.32,50705,54862
55.328,50704,54864
55.336,50705,54867
55.344,50707,54872
55.352,50711,54879
55.36,50716,54888
55.368,50721,54899
55.376,50725,54911
55.384,50728,54924
55.392,50731,54939
55.4,50734,54954
55.408,50739,54970
55.416,50746,54986
55.424,50756,55002
55.432,50766,55019
55.44,50776,55035
55.448,50786,55052
55.456,50794,55069
55.464,50801,55086
55.472,50808,55103
55.48,50815,55119
55.488,50821,55135
55.496,50828,55150
55.504,50836,55165
55.512,50843,55180
55.52,50849,55194
55.528,50855,55210
55.536,50860,55225
55.544,50864,55242
55.552,50868,55258
55.56,50873,55273
55.568,50879,55287
55.576,50885,55298
55.584,50892,55309
55.592,50899,55320
55.6,50906,55331
55.608,50912,55342
55.616,50917,55355
55.624,50923,55367
55.632,50928,55380
55.64,50933,55393
55.648,50939,55405
55.656,50944,55417
55.664,50949,55429
55.672,50955,55442
55.68,50960,55456
55.688,50966,55471
55.696,50971,55488
55.704,50976,55504
55.712,50982,55519
55.72,50988,55532
55.728,50993,55543
55.736,50999,55554
55.744,51005,55565
55.752,51010,55578
55.76,51016,55591
55.768,51021,55605
55.776,51027,55619
55.784,51033,55633
55.792,51038,55647
55.8,51044,55661
55.808,51050,55675
55.816,51056,55689
55.824,51061,55702
55.832,51067,55715
55.84,51072,55727
55.848,51078,55740
55.856,51083,55754
55.864,51089,55768
55.872,51095,55782
55.88,51100,55791
55.888,51102,55793
55.896,51099,55782
55.904,51090,55754
55.912,51073,55709
55.92,51049,55646
55.928,51019,55568
55.936,50983,55479
55.944,50943,55385
55.952,50903,55290
55.96,50863,55199
55.968,50826,55116
55.976,50794,55044
55.984,50766,54985
55.992,50744,54938
